StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
30,7,201302,1.82,20.2,-0.72,-0.72,-0.89,-0.72,0,1254,-0.45,-1.12,0.27,0.63,-0.07,0.01,1.71,11.6,28.9
30,1,201302,2.14,23.9,-0.02,1.38,-0.07,1.19,0,1151,0.13,-0.18,1.39,1.05,0.6,0.12,1.82,16.4,31.4
30,8,201302,2.27,19.4,-0.24,-0.76,-0.1,0.6,0,1277,0.06,-0.43,1.19,0.81,-0.07,-0.19,1.26,10.9,27.8
30,10,201302,2.29,24.7,-0.07,1.12,0.36,0.82,0,1128,0.43,-0.23,1.58,1.01,0.42,0.12,1.54,18,31.5
30,6,201302,2.35,22.5,-2.2,-2.2,-0.73,-1.9,0,1190,-0.4,-1.09,0.15,-0.27,-1.09,-0.9,1.07,14.7,30.3
30,3,201302,2.72,17.7,-0.34,-1.12,-0.41,-0.36,0,1324,-0.17,-0.52,0.53,0.55,-0.12,-0.21,1.66,8.1,27.2
30,2,201302,2.03,24,-0.67,-0.67,-0.9,-0.67,0,1148,-0.51,-1.06,0.47,0.34,-0.13,-0.23,2.27,16.7,31.4
30,5,201302,1.99,27.5,-1.54,-1.54,-1.01,-1.3,0,1050,-0.56,-1.14,-0.24,0.09,-0.23,-0.43,1.51,19.8,35.2
30,9,201302,2.89,24,1.07,-0.55,0.81,1.07,0,1148,0.65,0.06,1.2,0.99,0.27,-0.17,1.45,17,31.1
30,4,201302,4.38,32.7,-0.82,-0.82,1.51,0.22,0,904,0.78,-0.06,0.67,-0.15,0.36,-0.13,0.7,26,39.3
30,1,201303,1.17,29.8,-0.81,-0.81,-2.37,-0.81,0,1091,-1.81,-1.29,-1.25,0.38,0.35,-0.15,1.39,22.4,37.2
30,2,201303,2.06,30.3,-1.12,-1.12,-1.55,-1.12,0,1076,-1.03,-1.17,-1.59,-0.4,-0.08,-0.21,1.93,22.2,38.3
30,4,201303,2.58,38.7,-1.3,-1.3,-1.68,-0.79,0,815,-0.92,-0.16,-0.67,-0.66,-0.52,0.12,0.62,31.6,45.8
30,5,201303,2.31,34.4,-1.82,-1.82,-1.32,-1.82,0,949,-0.72,-0.98,-1.49,-0.85,-0.35,-0.27,1.24,26.1,42.7
30,7,201303,2.28,29.6,-0.89,-0.89,-0.74,-0.89,0,1097,-0.48,-0.68,-1.14,-0.14,-0.14,0.1,1.4,21.5,37.8
30,3,201303,2.29,26.1,-0.8,-1.51,-1.51,-1.27,0,1206,-0.88,-0.81,-0.94,-0.24,-0.33,-0.21,1.18,17,35.2
30,6,201303,1.91,30.2,-2.58,-2.58,-1.82,-2.58,0,1079,-1.2,-1.2,-1.69,-0.79,-1.18,-0.92,0.66,22,38.5
30,9,201303,1.32,31.4,0.2,-1.26,-2.29,-0.4,0,1042,-1.61,-0.72,-0.94,0.23,-0.12,-0.38,1.04,24.6,38.3
30,10,201303,1.09,31.1,-0.85,-0.85,-2.34,-0.85,0,1051,-1.77,-1.03,-1.36,0.44,0.2,-0.1,1.24,24.1,38.2
30,8,201303,1.08,29.4,-1,-1.47,-2.35,-0.96,0,1104,-1.55,-1.23,-1.31,-0.36,-0.46,-0.37,0.64,21.5,37.3
30,2,201304,3.27,43.2,-1.14,-1.14,-0.4,-1.14,0,654,-0.05,-0.8,-1.02,-0.89,-0.01,-0.15,1.45,31.9,54.5
30,1,201304,3.24,44.2,-0.71,-0.71,0.04,-0.71,0,624,0.22,-1.02,-0.85,-0.42,0.51,0.1,0.79,32.3,56.2
30,9,201304,3.61,44.6,0.42,-0.89,0.72,0.15,0,612,0.59,-0.59,-0.21,-0.37,0.36,-0.15,0.55,34.1,55.2
30,5,201304,2.22,46.8,-2.29,-2.29,-1.95,-2.29,0,546,-0.95,-1.2,-1.37,-1.84,-0.55,-0.39,0.9,35.4,58.2
30,3,201304,3.35,38.4,-0.79,-1.42,-0.2,-1.2,0,798,-0.03,-0.73,-0.75,-0.9,-0.16,-0.22,0.51,27.6,49.2
30,6,201304,4.17,42.4,0.35,-1.96,1.06,-1.44,0,678,0.64,-0.39,-0.56,-0.97,-0.57,-0.67,0.29,31.8,53
30,8,201304,2.52,42.1,-1.21,-1.64,-0.96,-1.36,0,687,-0.32,-1.35,-1.18,-0.76,-0.3,-0.54,0.08,31.3,52.8
30,10,201304,3.27,44.5,-0.63,-0.63,0.37,-0.63,0,615,0.43,-0.81,-0.51,-0.13,0.49,0.13,0.68,33.6,55.4
30,4,201304,1.67,49.6,-2.03,-2.03,-2.61,-2.03,0,462,-1.61,-1.72,-0.97,-1.02,-0.92,-0.14,0.33,40.4,58.8
30,7,201304,2.27,42,-1.28,-1.28,-1.44,-1.28,0,690,-0.56,-0.79,-0.93,-1.16,-0.1,-0.1,0.89,31,53.1
30,9,201305,3.6,59.1,0.31,-0.86,-0.18,0.09,28,211,0.35,0.59,-0.15,0.58,0.65,0.11,0.24,47.5,70.7
30,5,201305,5.26,59.2,0.37,-1.68,1.12,-1.12,19,199,0.99,0.22,-0.22,-0.37,-0.14,-0.39,0.94,46.7,71.6
30,2,201305,4.69,55.9,0.2,-0.82,0.61,-0.32,9,291,0.65,0.42,-0.15,0.2,0.13,-0.24,1.3,43.2,68.6
30,8,201305,4.18,57.4,0.22,-1.25,0.65,-0.65,17,252,0.76,0.37,-0.37,0.41,0.37,-0.24,-0.21,45.2,69.6
30,1,201305,3.78,57.1,-0.71,-0.71,-0.21,-0.71,18,263,0.29,0.34,-0.47,0.45,0.53,0.31,0.3,43.9,70.3
30,10,201305,3.48,58.8,-0.68,-0.68,-0.34,-0.68,28,220,0.24,0.42,-0.39,0.62,0.6,0.2,0.42,46.9,70.8
30,7,201305,5.52,56.6,0.8,0.8,2.39,0.8,13,273,1.47,0.8,0.51,0.5,0.69,0.15,0.68,44,69.1
30,4,201305,3.47,58.9,-1.99,-1.99,-0.49,-1.99,11,200,-0.06,-1.01,-1.53,-0.5,-0.9,-0.35,0.27,49.4,68.3
30,3,201305,4.31,54.3,0.04,-1.23,0.12,-0.89,7,339,0.39,0.27,-0.24,0.15,0.25,-0.26,0.12,41.6,67.1
30,6,201305,4.36,57.1,0.41,-1.66,0.28,-0.97,15,260,0.42,0.66,0,0.08,-0.27,-0.97,0.09,45,69.2
30,10,201306,6.21,64.6,1.22,1.22,3.65,1.22,60,72,1.51,1.27,1.19,0.5,1.06,0.79,0.86,55.1,74.1
30,2,201306,7.68,63.8,1.84,1.84,4.97,1.84,44,80,1.76,1.64,1.37,0.5,0.64,0.66,1.47,53.1,74.5
30,9,201306,6.65,64.6,1.9,1.9,4.86,1.9,58,70,1.98,1.74,1.6,1.05,1.22,0.83,0.74,55.6,73.5
30,7,201306,8.72,62.6,3.32,3.32,7.81,3.32,26,98,2.55,2.64,2.12,1.35,1.3,1.15,1.23,52.3,72.8
30,3,201306,8.49,60.2,2.05,2.05,6.05,2.05,12,156,2.07,1.84,1.55,0.88,0.87,0.67,0.55,50,70.4
30,1,201306,4.2,63.5,0.11,0.11,0.34,-0.52,47,92,0.25,0.27,0.29,-0.39,0.4,0.38,0.47,52.5,74.4
30,5,201306,8.63,67.5,2.29,2.29,5.88,2.29,99,24,2.2,2.1,1.55,0.64,0.45,0.52,1.24,56.7,78.2
30,8,201306,7.67,62.6,2.34,2.34,6.43,2.34,29,101,2.2,2.24,1.72,0.87,0.88,0.61,0.45,53,72.2
30,6,201306,8.52,64.1,2.35,2.35,5.93,2.35,52,79,2.08,1.86,1.8,0.81,0.73,0.12,0.49,53.9,74.3
30,4,201306,8.62,69.4,1.85,1.85,5.55,1.85,141,9,2.08,1.62,0.91,0.32,0.08,0,0.74,61.2,77.7
30,1,201307,4.35,69.3,0.44,0.44,1.01,0.44,147,14,0.53,0.44,0.36,-0.15,-0.02,0.57,0.94,58.5,80.1
30,2,201307,5.52,71.3,2.18,2.18,1.58,2.18,200,0,0.97,1.95,1.9,1.11,0.75,0.98,1.78,61.3,81.2
30,8,201307,4.01,69.4,2.39,2.39,0.88,2.39,149,13,0.42,1.94,1.95,1.07,0.84,0.86,0.56,58.9,80
30,9,201307,3.79,71.5,2.17,2.17,1.4,2.17,207,5,0.46,1.69,1.62,1.21,0.88,1.17,1.03,62.4,80.5
30,10,201307,4.52,71.1,1.76,1.76,2.01,1.76,196,7,0.81,1.51,1.39,0.93,0.93,1.14,1.37,61.6,80.6
30,5,201307,4.15,75.1,2.01,2.01,-0.14,1.88,313,0,0.23,1.71,1.8,0.88,0.21,0.59,1.43,65.6,84.6
30,6,201307,6.19,71.9,2.94,2.94,2.51,2.94,219,0,1.33,2.31,2.14,1.57,0.98,0.94,0.98,62.4,81.4
30,4,201307,2.31,77.7,-0.44,1.22,-1.31,0.53,394,0,-0.77,1.34,1.05,0.29,-0.02,-0.17,0.76,70.4,85.1
30,7,201307,4.3,69.9,3.33,3.33,1.08,3.33,162,10,0.55,2.06,2.26,1.63,1.08,1.34,1.45,59.7,80.2
30,3,201307,5.23,67.7,2.25,2.25,1.23,2.25,109,25,0.81,1.95,1.82,1.23,0.77,1.02,0.86,57.5,78
30,6,201308,2.68,65.9,2.32,2.32,-0.97,1.85,83,55,-1.03,0.47,1.67,1.33,1.23,0.78,0.37,55,76.8
30,8,201308,3.14,65.7,2.03,2.03,-0.35,1.81,82,61,-0.32,-0.07,1.58,0.96,1.31,1.05,0.12,55.4,75.9
30,2,201308,5.28,64.8,2.9,2.9,2.83,2.9,62,68,0.96,1.24,1.9,1.5,1.47,1.13,1.35,53.7,75.9
30,1,201308,3.65,64.5,0.72,0.72,0.99,0.72,64,80,0.19,0.41,0.43,-0.12,0.51,0.56,0.74,52.5,76.4
30,7,201308,2.8,65,2.73,2.73,-0.77,2.37,69,69,-0.61,-0.13,1.74,1.53,1.41,1.36,0.81,54.3,75.7
30,3,201308,3.72,62.3,2.08,2.08,0.17,2.08,34,117,-0.32,0.33,1.75,1.21,1.27,1.1,0.47,51.3,73.3
30,4,201308,2.53,71.7,-0.91,0.58,-1.55,-0.86,211,0,-0.62,-1.08,0.74,-0.32,0.04,-0.37,-0.23,63.5,80
30,10,201308,4.25,66.5,2.48,2.48,2.68,2.48,95,49,0.87,1.07,1.58,1.08,1.6,1.41,1.2,56,77
30,9,201308,3.22,67.2,2.09,2.09,0.44,2.09,106,38,-0.03,0.28,1.5,1.02,1.43,1.33,0.75,57.4,77.1
30,5,201308,4.1,68.5,1.98,1.98,0.54,1.98,126,18,0.3,0.21,1.47,0.99,0.72,0.67,0.62,57.8,79.1
30,9,201309,3.42,59.7,1.94,1.94,0.19,1.94,14,173,0.01,-0.01,0.23,1.28,0.88,1.09,0.66,49.3,70.2
30,10,201309,3.12,59.2,2.41,2.41,0.56,2.41,13,187,-0.04,0.49,0.8,1.32,0.82,1.24,0.82,48.2,70.2
30,8,201309,5.73,57,2.84,2.84,3.07,2.84,6,246,1.35,0.85,0.85,1.79,1.16,1.14,0.33,46.2,67.8
30,5,201309,3.3,60.8,-0.09,1.68,-0.28,1.48,18,144,-0.08,0.01,0.03,1.05,0.41,0.31,-0.02,49.4,72.3
30,3,201309,3.26,54.6,1.64,1.64,-0.66,1.27,0,312,-0.53,-0.68,-0.09,1.26,0.7,0.75,0.16,43.1,66.1
30,6,201309,3.71,58.5,2.05,2.05,-0.07,1.51,10,205,-0.08,-0.8,0.3,1.58,0.77,0.74,-0.18,47,70
30,7,201309,3.32,57.2,2.45,2.45,0.01,2.03,6,240,0.08,-0.43,-0.12,1.62,1.08,1.12,0.54,46.5,67.8
30,4,201309,2.52,64.4,-1.19,-1.19,-1.12,-1.19,47,65,-0.44,-0.87,-1.32,-0.15,-0.57,-0.59,-0.58,54.9,74
30,1,201309,3.31,57.6,0.75,0.75,0.31,0.75,7,229,-0.04,0.05,0.32,0.28,-0.22,0.39,0.34,45.3,69.9
30,2,201309,3.53,58,2.74,2.74,0.41,2.74,7,217,-0.01,0.57,0.88,1.54,0.91,0.91,0.45,46.2,69.7
30,4,201310,0.33,57.5,-2.36,-2.36,-3.9,-2.36,8,241,-3.09,-1.83,-2.29,-0.38,-0.91,-1.03,-1.21,48.4,66.6
30,6,201310,3.59,50.8,1.86,1.86,0.04,1.29,0,440,0.05,-0.17,-0.6,1.25,0.92,0.52,-0.24,40.8,60.8
30,7,201310,2.41,48.5,1.87,1.87,-0.99,1.01,0,512,-0.43,-0.3,-0.61,1.55,1.06,0.64,0.31,38.4,58.7
30,9,201310,4.92,52.1,2.45,2.45,2.14,2.45,0,400,0.99,0.72,0.57,1.49,1.28,1.01,0.6,42.7,61.5
30,2,201310,2.56,51,2.15,2.15,-0.92,1.7,0,434,-0.47,-0.52,0.1,1.28,0.83,0.6,0.24,40.4,61.6
30,8,201310,2.95,49.6,2.6,2.6,0.16,2.6,0,477,-0.25,0.77,0.49,1.69,1.12,0.93,0.19,39.1,60
30,3,201310,3.73,46.6,1.44,1.44,-0.09,0.97,0,570,-0.04,-0.45,-0.57,1.14,0.72,0.33,-0.01,36.3,56.8
30,10,201310,3.69,51.9,2.55,2.55,1.16,2.55,0,406,0.46,0.24,0.57,1.29,1.01,1.02,0.63,42.2,61.6
30,1,201310,3.87,50.9,1.08,1.08,1.22,1.08,0,437,0.53,0.29,0.3,0.43,0,0.09,0.11,40.1,61.7
30,5,201310,1.79,52.9,-0.72,0.87,-1.91,-0.27,0,375,-0.9,-0.8,-0.53,0.95,0.3,-0.17,-0.32,42.2,63.6
30,2,201311,3.83,34.5,2.24,2.24,0.96,2.13,0,915,0.36,-0.15,-0.27,1.21,1,1.05,0.31,25.6,43.4
30,1,201311,3.74,34.1,1.67,1.67,2.08,1.67,0,927,0.73,0.78,0.56,0.58,0.19,0.71,0.19,25.7,42.6
30,9,201311,3.97,36,2.85,2.85,1.95,2.85,0,870,0.56,1.04,0.84,1.53,1.29,1.64,0.73,28.3,43.8
30,5,201311,3.14,37.7,-0.91,-0.91,-0.78,-0.91,0,819,-0.14,-0.76,-0.82,0.6,0.34,0.21,-0.27,28.2,47.2
30,8,201311,3.96,32.1,3.01,3.01,2.02,3.01,0,987,0.69,0.22,0.95,1.69,1.28,1.59,0.49,23.9,40.2
30,7,201311,3.56,32,1.94,1.94,0.78,1.35,0,990,0.49,-0.02,-0.08,1.26,1.22,1.2,0.52,23.3,40.7
30,4,201311,2.75,43.7,-2.81,-2.81,-2.06,-2.81,0,639,-0.46,-1.78,-1.81,-0.58,-1.35,-0.91,-1.31,35.1,52.3
30,6,201311,4.77,33.8,2.26,2.26,1.79,2.26,0,936,0.83,0.49,0.27,1.4,1.2,1.17,-0.01,24.9,42.7
30,3,201311,5.87,29.2,2.19,2.19,2.68,2.19,0,1074,1.31,0.76,0.32,1.54,1.17,1.29,0.41,20.1,38.3
30,10,201311,3.54,35.5,3,3,2.16,3,0,885,0.68,0.68,0.48,1.45,1.13,1.53,0.71,27.5,43.6
30,2,201312,3.83,26.5,2.3,2.3,0.87,2.3,0,1194,0.55,0.56,0.06,0.6,1.26,0.74,0.35,18.6,34.5
30,6,201312,3.48,24.6,2.04,2.04,0.02,1.98,0,1252,0.07,0.63,0.39,0.37,1.41,0.8,-0.03,16.7,32.6
30,4,201312,4.89,37,-2.38,-2.38,0.43,-2.14,0,868,0.63,0.04,-0.99,-1.71,-0.72,-1.06,-1.1,29.6,44.4
30,8,201312,3.32,18.4,2.84,2.84,0.43,2.84,0,1445,0.4,0.67,0.34,0.75,1.56,1.11,0.58,10.3,26.5
30,7,201312,3.24,20.8,1.96,1.96,0.66,1.56,0,1370,0.42,0.57,0.19,-0.04,1.28,0.9,0.61,13,28.5
30,1,201312,3.2,27.1,1.84,1.84,1.02,1.84,0,1175,0.58,0.81,0.88,0.71,0.68,0.25,0.27,19,35.1
30,5,201312,3.3,29,-0.76,-0.76,0.17,-0.76,0,1116,0.1,-0.05,-0.62,-0.48,0.54,0.05,-0.26,21,37
30,10,201312,3.17,27.2,3.15,3.15,1.37,3.15,0,1172,0.73,0.85,0.83,1.04,1.49,1.09,0.85,19.5,35
30,3,201312,3.91,20.1,1.98,1.98,0.06,1.94,0,1392,0.18,0.99,0.7,0.4,1.33,0.91,0.53,11.5,28.7
30,9,201312,3.93,26.4,3.05,3.05,1.47,3.05,0,1197,0.87,0.85,1.22,0.94,1.65,1.36,0.86,19.2,33.8
30,8,201401,2.16,14.2,2.38,2.38,-0.5,2.11,0,1575,-0.3,0.01,0.4,0.59,1.66,1.15,0.47,4.9,23.5
30,7,201401,2.46,14.1,1.74,1.74,-0.05,1.28,0,1578,0.06,0.25,0.47,-0.18,1.48,1.06,0.57,4.4,23.8
30,5,201401,2.63,20.7,-0.82,-0.82,-0.42,-0.82,0,1373,-0.07,-0.08,-0.14,-0.61,0.71,0.17,-0.28,11.2,30.3
30,6,201401,2.51,16.1,1.53,1.53,-0.9,1,0,1516,-0.46,-0.39,0.23,-0.37,1.19,0.88,-0.17,6.1,26.1
30,10,201401,1.71,17.8,2.65,2.65,-0.53,2.37,0,1463,-0.49,0.12,0.49,0.7,1.34,1.09,0.61,8.9,26.7
30,9,201401,2.55,17.8,2.69,2.69,-0.14,2.57,0,1463,-0.16,0.42,0.6,0.78,1.54,1.37,0.65,9.4,26.3
30,1,201401,2.09,16.4,1.58,1.58,-0.2,1.41,0,1507,-0.25,0.11,0.49,0.51,0.6,0.22,0.1,6.8,26
30,3,201401,3.6,12,1.9,1.9,0.37,1.9,0,1643,0.28,0.2,0.92,0.22,1.47,1.04,0.45,1.4,22.5
30,2,201401,2.76,17.1,2.05,2.05,-0.06,1.95,0,1485,0.08,0.33,0.46,0.32,1.29,0.89,0.3,7.2,27
30,4,201401,2.67,27.7,-2.42,-2.42,-0.87,-2.42,0,1156,-0.46,0.16,-0.22,-1.62,-0.5,-0.96,-1.05,19.3,36.1
30,5,201402,3.63,22.4,0.52,0.52,1.55,0.52,0,1193,0.93,0.46,0.37,-0.47,0.64,0.42,-0.03,12.4,32.3
30,4,201402,4.15,29.9,0.42,-1.76,1.25,-1.15,0,983,0.63,0.02,0.38,-1.05,-0.34,-0.98,-0.67,22.2,37.6
30,3,201402,2.87,14.9,1.65,1.65,-0.18,1.49,0,1403,-0.03,0.07,0.06,0.29,1.43,1.1,0.56,5.4,24.5
30,8,201402,2.2,16.4,2.06,2.06,-0.22,1.64,0,1361,-0.02,-0.4,-0.11,0.74,1.56,1.18,0.6,7.6,25.1
30,6,201402,3.27,18.6,1.6,1.6,0.7,1.33,0,1299,0.5,-0.04,-0.12,0.12,1.27,1.07,0.1,9.5,27.8
30,7,201402,2.42,17.1,1.61,1.61,0.15,1.15,0,1341,0.23,0.08,0.26,0.08,1.18,1.18,0.72,8,26.3
30,9,201402,2.94,18.9,2.71,2.71,0.89,2.71,0,1291,0.7,0.24,0.66,1.04,1.66,1.44,0.85,10.7,27
30,1,201402,2.17,17.7,1.41,1.41,-0.02,1.16,0,1324,0.16,-0.25,0.09,0.52,0.6,0.24,0.26,7.4,27.9
30,2,201402,3.21,19,2.15,2.15,0.95,2.15,0,1288,0.68,0.38,0.56,0.1,1.29,1.1,0.55,9.2,28.8
30,10,201402,2.31,19.2,2.51,2.51,0.39,2.33,0,1282,0.45,-0.16,0.26,0.55,1.42,1.15,0.81,10.5,27.8
30,3,201403,3.62,16.7,1.6,1.6,0.38,1.55,0,1497,0.18,0.11,0.16,0.59,0.38,1.28,0.67,3.7,29.6
30,10,201403,2.99,25.2,2.53,2.53,0.85,2.53,0,1234,0.5,0.62,0.2,0.79,1.01,1.5,0.96,15.3,35
30,5,201403,3.03,28.2,0.42,0.42,-0.13,0.42,0,1141,-0.15,0.44,0.24,-0.41,-0.4,0.54,0.15,17.9,38.5
30,2,201403,2.74,24.7,1.75,1.75,-0.55,1.43,0,1249,-0.38,0.14,0.05,0.01,0.53,1.19,0.61,14.5,34.8
30,7,201403,3.12,19,1.65,1.65,0.63,1.34,0,1426,0.3,0.33,0.2,0.18,0.01,1.27,0.83,7.5,30.5
30,1,201403,2.5,25,1.16,1.16,-0.31,0.7,0,1240,-0.19,-0.09,-0.37,0.54,0.53,0.54,0.27,13.9,36.1
30,6,201403,2.98,23,1.34,1.34,-0.3,0.88,0,1302,-0.25,0.15,-0.21,0.09,0.19,1.24,0.18,12.3,33.7
30,8,201403,3.35,18.9,2.32,2.32,1.41,2.32,0,1429,0.71,0.46,0.13,0.3,0.68,1.55,0.77,7.7,30.2
30,4,201403,5.01,35.5,0.77,-1.18,1.19,-0.03,0,914,0.55,0.76,0.36,-0.53,-1.28,-0.52,-0.24,26.2,44.7
30,9,201403,2.77,24.9,2.5,2.5,0.2,2.5,0,1243,0.06,0.52,0.28,1.14,0.94,1.7,0.91,15,34.7
30,4,201404,5.11,48.5,1.11,-0.64,1.25,1,0,495,0.84,0.85,0.99,0.5,-0.69,0.03,-0.07,38.8,58.2
30,6,201404,3.75,43.6,1.27,1.27,0.21,0.85,0,642,0.3,0.03,0.26,0.23,-0.24,1.19,0.27,31.6,55.5
30,8,201404,4.37,41.7,2.77,2.77,2.07,2.77,0,699,1.26,1.39,1.11,0.94,0.95,1.84,0.91,31,52.3
30,7,201404,3.38,41.4,1.65,1.65,0.5,1.46,0,708,0.43,0.49,0.48,0.53,0.01,1.51,0.84,30,52.7
30,5,201404,3.48,47,0.28,0.28,-0.3,-0.31,0,540,0.1,-0.06,0.33,0.05,-0.42,0.72,0.2,34.6,59.4
30,3,201404,4.12,38.9,1.73,1.73,0.89,1.73,0,783,0.59,0.53,0.37,0.9,0.32,1.51,0.75,27.2,50.7
30,10,201404,3.05,44.2,2.29,2.29,0.06,2.25,0,624,0.23,0.43,0.55,0.66,0.85,1.4,0.95,32.3,56.1
30,9,201404,4.01,44.6,2.72,2.72,1.43,2.72,0,612,0.94,0.72,0.93,1.02,1.08,1.77,1.04,33.5,55.6
30,1,201404,2.8,44,0.83,0.83,-0.64,0.02,0,630,-0.18,-0.34,-0.26,0.11,0.34,0.49,0.32,30.9,57.1
30,2,201404,3,43.6,1.28,1.28,-0.88,0.51,0,642,-0.29,-0.5,-0.13,0.2,0.15,1.14,0.58,31.1,56.1
30,2,201405,4.66,56.5,1.3,1.3,0.48,0.71,11,275,0.63,0.28,0.02,0.38,0.03,1.13,0.53,44.9,68.2
30,10,201405,4.75,57.8,2.57,2.57,1.56,2.57,21,245,1.11,0.89,0.99,0.95,0.94,1.63,1.21,47.1,68.5
30,1,201405,5.72,56.3,1.56,1.56,2.46,1.56,15,285,1.36,0.93,0.74,0.64,0.82,0.88,0.72,44.1,68.5
30,3,201405,5.34,53.4,2.05,2.05,1.47,2.05,6,365,1,1.01,1.01,0.8,0.71,1.67,0.89,42,64.7
30,7,201405,4.53,55,1.93,1.93,1.35,1.93,8,318,0.92,0.85,0.89,0.8,0.5,1.34,0.89,44.1,65.9
30,9,201405,4.3,57.4,2.79,2.79,1.07,2.79,18,254,0.86,1.09,0.99,1.2,1.36,1.9,1.33,47.1,67.7
30,8,201405,4.19,55.8,2.79,2.79,0.92,2.79,11,296,0.77,1.2,1.36,1,1.21,1.78,1.12,44.8,66.7
30,6,201405,4.82,57.3,1.4,1.4,0.77,1.21,16,255,0.7,0.68,0.47,0.27,0.29,1.27,0.12,45.9,68.7
30,4,201405,3.63,60.5,-0.18,-0.75,-0.54,0.59,19,159,0.03,0.58,0.72,0.72,-0.4,0.03,-0.23,51.6,69.4
30,5,201405,3.87,59.1,0.14,0.14,-0.34,-0.39,18,201,0.18,0.17,0.01,0.19,-0.43,0.47,0.05,47.8,70.4
30,4,201406,2.58,69.3,-0.49,-1,-0.98,-0.04,138,9,-0.3,-0.21,0.26,0.36,-0.29,-0.95,-0.65,60.2,78.3
30,9,201406,4.52,66.7,3.02,3.02,1.55,3.02,91,40,0.86,1.11,1.25,1.27,1.59,1.44,1.47,56.1,77.4
30,5,201406,4.79,67.5,0.48,0.48,1.08,0.48,99,24,0.64,0.53,0.44,0.41,-0.07,-0.18,0.22,56.4,78.6
30,8,201406,5,65,3.24,3.24,2.21,3.24,60,60,0.98,1.16,1.47,1.3,1.1,1.27,1.28,54,76
30,7,201406,4.8,63.9,2.38,2.38,1.93,2.38,42,75,0.85,1.1,1.05,0.98,0.76,0.6,1.03,52.7,75
30,1,201406,5.11,65,1.82,1.82,1.26,1.82,67,67,0.77,1.37,1.06,0.78,1.09,1,0.91,52.8,77.1
30,3,201406,6.27,61.2,2.85,2.85,3.06,2.85,18,132,1.21,1.46,1.44,1.32,1.33,1.14,1.12,49.6,72.8
30,2,201406,5.56,64,1.87,1.87,2.11,1.87,47,77,0.9,0.97,0.7,0.59,0.42,0.74,0.85,52.6,75.4
30,6,201406,6.5,64.8,2.35,2.35,3.28,2.35,62,68,1.28,1.33,1.25,0.95,0.9,0.86,0.58,53.2,76.3
30,10,201406,4.1,66.3,2.51,2.51,0.61,2.51,86,47,0.42,0.93,0.83,0.81,1.05,1.23,1.3,55.4,77.1
30,6,201407,5.85,67.7,2.99,2.99,2.64,2.99,110,26,1.15,1.55,1.6,1.49,1.34,0.81,1.16,56.7,78.7
30,3,201407,4.97,63.6,3.05,3.05,1.47,3.05,40,84,0.65,1.21,1.46,1.41,1.55,1.11,1.39,52.8,74.5
30,5,201407,6,71.3,1.31,1.31,2.61,1.31,199,0,1.21,1.11,0.96,0.94,0.65,0.15,0.47,60.9,81.7
30,10,201407,5.66,67.7,3.65,3.65,4.18,3.65,111,27,1.47,1.18,1.49,1.54,1.5,1.5,1.75,57.7,77.7
30,7,201407,5.11,66.8,3.03,3.03,2.7,3.03,90,34,1.07,1.14,1.29,1.28,1.21,0.76,1.29,56.1,77.5
30,9,201407,5.73,67.7,4.39,4.39,5.05,4.39,109,25,1.82,1.62,1.8,1.92,1.8,1.82,2.04,58.4,77
30,1,201407,4.55,65.6,2.26,2.26,1.87,2.26,72,53,0.65,0.89,1.43,1.02,1.12,1.11,1.11,54.6,76.6
30,2,201407,5.56,67.1,2.42,2.42,2.22,2.42,94,29,0.99,1.19,1.24,0.96,0.96,0.75,1.12,56.1,78.1
30,4,201407,3.51,74,-0.51,-0.97,-0.21,-0.1,279,0,0.03,-0.26,-0.2,0.5,0.25,-0.73,-0.7,66,82
30,8,201407,4.32,66.3,3.5,3.5,1.77,3.5,82,42,0.65,1.04,1.21,1.52,1.39,1.35,1.55,56.5,76.2
30,6,201408,4.33,65.2,3.22,3.22,1.62,3.22,72,66,0.41,1.07,1.48,1.42,1.2,1.08,1.3,54.5,75.9
30,5,201408,2.55,68.2,-0.3,0.87,-0.9,0.26,119,20,-1,0.34,0.53,0.32,0.39,-0.08,0.37,57.4,79
30,2,201408,3.17,64.2,-0.05,2.12,-0.16,1.98,54,78,-0.45,0.32,0.74,0.52,0.7,0.37,1.03,53.2,75.1
30,4,201408,3.59,71.6,-0.63,-1.04,-0.51,-0.33,208,0,-0.02,-0.12,-0.38,0.17,0.3,-0.56,-0.7,62.6,80.6
30,9,201408,3.58,66.9,4.43,4.43,1.47,4.43,100,42,0.32,1.62,1.55,1.81,1.91,1.95,2.23,57.3,76.4
30,1,201408,4.08,64.1,2.65,2.65,1.87,2.65,58,86,0.5,0.69,0.93,1.1,1.07,1.17,1.25,52.3,75.8
30,3,201408,4.32,61.9,3.1,3.1,1.09,3.1,29,126,0.12,0.52,1.19,1.49,1.33,1.16,1.53,51.4,72.4
30,10,201408,4.09,65.8,4.15,4.15,2.64,4.15,83,59,0.75,1.51,1.27,1.59,1.53,1.47,1.92,55.8,75.8
30,8,201408,4.65,65.1,3.82,3.82,2.04,3.82,72,69,0.8,0.97,1.3,1.83,1.55,1.58,1.9,54.7,75.4
