StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
30,2,201107,3.32,70.5,3.52,3.52,-1.09,3.04,177,7,-0.53,0.36,1.06,2.75,1.8,2.13,1.57,58.3,82.7
30,1,201107,1.32,71.1,2.67,2.67,-4.02,0.51,196,7,-3.09,-2.09,-0.02,2.1,1.89,1.92,1.54,57.9,84.4
30,4,201107,2.49,77.5,-1.98,-1.98,-1.44,-1.98,388,0,-0.64,-0.21,-0.1,0.02,-0.36,-0.56,-0.03,68.3,86.7
30,8,201107,3.14,70.7,3.7,3.7,-0.94,3.01,184,7,-0.33,-0.45,0.9,2.12,1.28,2.33,1.57,59.3,82.1
30,9,201107,1.88,72.9,2.73,2.73,-2.33,1.57,248,0,-1.38,-0.94,0.32,1.86,1.31,1.45,1.02,62.2,83.6
30,5,201108,12.41,70.1,5.21,5.21,10.38,5.21,167,9,2.97,2.35,2.27,2.86,2.72,2.36,1.6,59.9,80.3
30,4,201108,11.9,74,2.3,2.3,6.9,2.3,279,0,2.58,2.12,1.9,1.51,1.25,0.84,0.88,65.9,82
30,3,201108,6.84,64,4.65,4.65,3.43,4.65,56,87,2.26,0.95,0.99,2.94,2.49,2.46,1.62,53.3,74.8
30,9,201108,5.16,69,3.18,3.18,2.19,2.8,145,21,1.68,0.3,0.13,2.1,1.96,1.87,1.13,59.4,78.6
30,7,201108,8.87,66.8,6.64,6.64,7.18,6.64,99,43,3.09,2.23,1.47,3.08,2.88,2.93,2.44,56.6,77
30,8,201108,6.21,67.2,4.29,4.29,2.93,4.29,108,40,1.89,1.19,0.74,2.7,2.12,2.45,1.96,57,77.5
30,10,201108,5.54,68.3,2.96,2.96,2.8,2.13,130,28,1.73,0.06,-0.19,1.58,1.65,1.74,1.25,58.5,78
30,1,201108,4.96,66.5,2.86,2.86,1.41,1.25,96,50,1.07,-0.46,-0.83,1.83,2.33,2.36,1.4,55.2,77.7
30,6,201108,7.13,67.6,4.21,4.21,4.85,4.21,114,33,2.2,1.05,1.17,2.38,2.04,2.01,1.32,57.2,78
30,2,201108,9.44,66.7,5.84,5.84,8.06,5.84,94,41,2.59,2.05,1.89,3.09,2.95,2.65,1.89,56.1,77.2
30,7,201109,5.74,61.4,7.13,7.13,3.52,7.13,27,135,1.46,3.09,2.66,3.09,3.09,3.09,2.74,52.1,70.6
30,3,201109,5.77,59.5,4.78,4.78,1.84,4.78,15,180,1.05,2.23,1.47,3.09,2.94,3.02,2.03,49.6,69.4
30,10,201109,5.72,63.1,3.61,3.61,2.85,3.61,45,102,1.65,2.25,1.02,1.94,2.13,2.24,1.68,54.4,71.8
30,1,201109,5.94,62.2,3.43,3.43,2.59,2.69,34,118,1.6,1.8,0.64,1.89,2.46,2.76,1.85,53,71.4
30,4,201109,5.38,68.7,2.69,2.69,1.88,2.69,125,14,0.99,2.53,2.09,1.81,1.61,1.09,1.12,61.5,75.9
30,9,201109,4.23,63.6,2.97,2.97,0.36,2.67,49,91,0.62,1.39,0.59,1.81,2.09,1.91,1.33,55,72.3
30,2,201109,11.45,62.2,8.26,8.26,9.07,8.26,32,116,2.91,3.09,3.09,3.09,3.09,3.09,2.71,53.3,71
30,5,201109,9.27,65.1,6.65,6.65,5.94,6.65,67,64,2.16,3.09,2.9,3.04,3.09,2.89,2.23,56.3,73.8
30,6,201109,8.21,62.4,5.48,5.48,5.1,5.48,36,114,2.16,2.95,2.23,3.09,3,3.09,1.99,53.1,71.7
30,8,201109,4.46,62,4.14,4.14,0.86,4.14,34,124,0.59,1.69,1.23,2.27,2.31,2.4,2.13,51.9,72.1
30,5,201110,4.46,52.3,6.52,6.52,1.66,6.52,0,394,0.68,2.05,2.99,2.81,3.09,2.71,2.19,43,61.5
30,2,201110,4.27,49.4,7.83,7.83,1.25,7.83,0,484,0.51,2.77,3.09,3.09,3.09,3.09,2.61,39.8,58.9
30,7,201110,4.11,48.1,7.05,7.05,1.97,7.05,0,524,0.68,1.35,2.59,2.47,3.09,3.09,2.93,39.6,56.6
30,4,201110,5.74,56.6,3.42,3.42,3.02,3.42,6,267,1.08,1.3,2.41,1.96,1.85,1.36,1.21,48.3,65
30,10,201110,4.97,50.1,4.16,4.16,2.77,4.16,0,462,1.15,1.89,2.24,1.37,2.49,2.11,1.9,41.3,58.8
30,8,201110,3.6,49.4,3.95,3.95,0.71,3.95,0,484,0.18,0.5,1.36,1.51,2.51,1.85,2.22,40.8,58
30,9,201110,5.12,50.4,3.41,3.41,2.23,3.41,0,453,1.11,1.18,1.66,1.37,2.49,2.02,1.53,42,58.8
30,1,201110,5.19,48.3,4.1,4.1,3.06,4.1,0,518,1.23,1.99,2.01,1.41,2.98,2.81,2.14,38.8,57.7
30,6,201110,4.15,49.8,5.28,5.28,1.1,5.28,0,471,0.36,1.84,2.56,2.2,2.87,2.45,1.81,40.7,59
30,3,201110,4.63,46.4,4.6,4.6,0.94,4.6,0,577,0.44,0.91,1.77,2.12,3.07,2.57,2.14,37.3,55.6
30,8,201111,1.91,41.9,-0.68,2.86,-2.04,2.01,0,693,-1.16,-0.55,-0.07,0.38,2.16,1.74,2.24,32.8,50.9
30,3,201111,2.92,39.2,-0.8,3.33,-2.41,2.36,0,774,-0.76,-0.1,0.48,0.99,3.01,2.58,2.29,29.3,49
30,7,201111,2.09,41,-0.54,5.78,-1.62,5.14,0,720,-0.79,0.1,0.91,1.7,3.05,2.94,2.88,31.7,50.2
30,2,201111,3.36,42.8,-0.19,6.84,-0.56,6.58,0,666,0.03,0.37,2.36,2.82,3.09,3.09,2.71,32.5,53.2
30,4,201111,3.52,49.8,-0.09,2.98,-0.28,2.8,0,456,-0.01,0.76,1.09,1.95,1.79,1.61,1.4,40.9,58.6
30,9,201111,3.16,45,2.95,2.95,-0.3,2.77,0,600,-0.09,0.76,0.91,0.66,2.23,2.14,1.73,36.1,53.8
30,10,201111,3.09,44.7,3.87,3.87,0.43,3.87,0,609,0.35,1.03,1.7,1,2.3,2.25,2.05,35.4,54
30,6,201111,3.32,43.2,-0.39,4.35,-1.16,3.86,0,654,-0.2,0.12,1.47,1.81,2.69,2.48,1.94,33.1,53.3
30,5,201111,2.6,44.6,-0.42,5.43,-1.25,4.92,0,612,-0.53,0.2,1.7,2.58,3.09,2.92,2.31,34.3,54.9
30,1,201111,3.29,42.6,3.81,3.81,0.42,3.81,0,672,0.42,1.13,1.84,0.7,2.62,2.95,2.27,32.1,53
30,5,201112,4.08,34.8,-0.07,5.18,0.92,4.95,0,936,0.62,0.06,0.41,2.56,2.7,2.8,2.04,26.2,43.3
30,9,201112,3.77,33.3,3.01,3.01,1.09,3.01,0,983,0.72,0.32,0.91,0.95,1.92,2.15,1.95,26,40.6
30,3,201112,3.3,26.7,-0.97,2.73,-0.75,1.45,0,1187,-0.31,-0.75,-0.3,0.66,2.48,2.37,2.02,18.6,34.9
30,1,201112,3.23,32.3,3.77,3.77,1.04,3.77,0,1014,0.61,0.59,1.21,1.14,2.23,2.67,2.43,24.7,39.9
30,10,201112,2.68,33.4,3.63,3.63,0.47,3.63,0,980,0.24,0.34,0.96,1.28,2.03,2.2,2.44,26.1,40.8
30,8,201112,3.16,28,-0.55,2.63,0.18,1.81,0,1147,0.27,-0.61,-0.36,0.58,1.68,1.78,2.21,20.1,35.9
30,6,201112,3.27,31,-0.43,3.81,-0.26,3.18,0,1054,-0.1,-0.2,-0.03,1.64,2.46,2.38,2.08,23.1,39
30,7,201112,2.62,28,-0.56,5.11,-0.23,4.34,0,1147,-0.09,-0.58,0.03,1.62,2.43,2.63,2.51,20,36.1
30,2,201112,3.72,32.3,0.23,6.36,0.69,6.3,0,1014,0.47,0.29,0.46,2.78,3.09,3.09,2.81,24.2,40.3
30,4,201112,3.58,41.3,-0.22,2.53,-0.41,2.14,0,735,-0.13,-0.18,0.55,1.96,1.73,1.58,1.01,32.6,50
30,4,201201,2.82,36.5,-0.51,1.96,-0.95,1.14,0,884,-0.34,-0.35,-0.37,2.04,1.59,1.5,1.03,28.1,44.8
30,5,201201,2.6,29.5,-0.22,4.49,-0.46,4.04,0,1100,-0.1,0.31,-0.05,2.72,2.51,2.86,2.08,20.9,38
30,6,201201,3.55,25.7,-0.22,3.59,0.52,3.1,0,1218,0.44,0.09,-0.05,2.07,2.01,2.57,2.21,16.6,34.8
30,1,201201,3.14,26.3,3.88,3.88,1.5,3.88,0,1200,0.74,0.85,0.82,2.05,1.6,2.83,2.3,17.6,35
30,8,201201,3.06,20.2,-0.14,2.71,1.05,2.25,0,1389,0.64,0.52,-0.27,0.92,1.23,2.11,2.28,11.3,29.1
30,7,201201,2.82,21.5,-0.33,4.76,0.52,4.13,0,1348,0.4,0.08,-0.37,1.96,2.04,2.74,2.53,12.7,30.3
30,9,201201,3.86,27.9,3.4,3.4,2.09,3.4,0,1150,1.08,1.2,0.78,1.68,1.51,2.41,2,20.1,35.8
30,3,201201,4.26,20.4,-0.44,2.88,1.3,2.06,0,1383,0.76,0.23,-0.25,1.23,1.76,2.7,2.15,11.2,29.5
30,2,201201,2.98,26.7,0.29,5.79,0.25,5.77,0,1187,0.27,0.39,0.31,2.8,2.98,3.09,2.85,18,35.5
30,10,201201,3.12,28,3.91,3.91,1.96,3.91,0,1147,1.04,0.84,0.75,2.13,1.51,2.44,2.41,19.8,36.2
30,5,201202,1.04,33.4,-1.06,3.16,-2.62,1.73,0,885,-2.11,-1.32,-0.52,1.18,2.22,2.67,1.88,24.3,42.4
30,6,201202,1.05,28.8,-1.11,2.31,-2.75,0.78,0,1014,-1.95,-0.9,-0.83,0.79,1.37,2.4,2.12,20.1,37.6
30,7,201202,1.1,26,-1.01,3.56,-2.13,2.14,0,1092,-1.51,-0.68,-0.69,0.41,1.19,2.57,2.44,17.1,35
30,10,201202,0.97,31.6,-0.65,2.86,-1.95,2.04,0,935,-1.57,-0.1,-0.02,1.41,0.93,2.1,2.33,24.7,38.6
30,1,201202,1.15,31.3,-0.58,2.9,-1.75,2.16,0,944,-1.27,-0.23,0.12,1.58,0.72,2.44,2.29,24.2,38.4
30,9,201202,1.71,30.7,-0.43,2.62,-1.29,2.05,0,960,-0.8,0.31,0.61,1.07,0.85,2.27,2.02,24.2,37.3
30,8,201202,1.33,25.9,-0.69,1.86,-1.7,0.74,0,1095,-1.18,-0.38,-0.19,-0.2,0.26,2.02,2.42,17.8,34.1
30,3,201202,1.88,24.6,-0.96,2.02,-1.7,0.57,0,1131,-1.07,-0.15,-0.4,0.15,0.7,2.71,2.2,15.6,33.6
30,2,201202,0.95,30.5,-0.87,4.33,-2.6,3.3,0,966,-2.28,-1.06,-0.52,1.83,2.45,3.09,2.81,22.3,38.7
30,4,201202,1.27,38.6,-1.44,0.77,-2.95,-1.19,0,739,-1.77,-1.58,-1.24,0.19,1.35,1.2,0.68,30.3,46.9
30,5,201203,1.42,45.8,-2.29,1.5,-4.01,-1.31,0,595,-1.56,-2.69,-2.33,-0.84,1.86,2.2,1.5,34.6,57
30,3,201203,2.18,37.8,-1.75,0.92,-2.68,-1.39,0,843,-0.97,-1.48,-0.7,-0.74,0.17,2.07,2.03,26.1,49.4
30,1,201203,2.38,44.9,-1.38,1.74,-2.58,-0.03,0,623,-0.31,-1.07,-0.43,0.82,0.91,2.04,2.27,32.6,57.2
30,2,201203,2.07,43.8,-1.9,2.76,-3.37,0.48,0,657,-1.02,-2.16,-1.59,-0.48,2.04,2.98,2.5,32.1,55.7
30,10,201203,1.99,45.5,-1.62,1.53,-3.1,-0.5,0,604,-0.56,-1.55,-0.47,0.59,1.02,1.86,2.21,34.5,56.6
30,9,201203,2.15,45.1,-1.42,1.32,-3.09,-0.51,0,617,-0.63,-1.06,-0.08,0.69,0.81,1.87,2.06,34.5,55.7
30,7,201203,1.65,40,-1.97,2.13,-3.19,-0.37,0,775,-1.1,-1.85,-1.22,-0.83,0.97,2.11,2.27,28.8,51.2
30,8,201203,1.9,40.3,-1.44,0.85,-2.47,-1.13,0,766,-0.69,-1.34,-0.74,-0.77,0.17,1.39,2.58,29.6,51
30,6,201203,2.12,43,-2.04,1.03,-3.12,-1.54,0,682,-1.01,-2.13,-1.4,-0.92,0.81,1.94,1.83,31.3,54.6
30,4,201203,1.11,47.9,-2.7,-2.7,-4.21,-2.7,0,530,-2.21,-3.09,-3.09,-1.06,0.8,0.86,-0.18,39.1,56.6
30,6,201204,2.81,43.7,-2.24,-2.24,-1.24,-2.24,0,639,-0.53,-1.2,-2.12,-1.34,0.99,1.22,1.92,32.5,54.9
30,1,201204,2.38,42.8,-1.61,1.19,-1.1,-0.92,0,666,-0.62,-0.74,-1.31,-0.26,1.38,1.14,2.18,30.7,54.9
30,3,201204,3.39,40.4,-1.75,0.65,-0.53,-1.66,0,738,0.01,-0.78,-1.22,-1.03,0.44,1.12,2.21,29.6,51.2
30,5,201204,2.76,48.6,-2.56,0.84,-1.51,-2.28,0,492,-0.46,-1.44,-2.17,-1.5,1.96,1.85,1.54,36.4,60.7
30,10,201204,2.58,43.6,-1.66,1.16,-0.63,-1.01,0,642,-0.23,-0.64,-1.37,-0.3,1.46,1.06,2.12,32.7,54.5
30,7,201204,3.19,43.2,-1.82,1.85,-0.16,-0.58,0,654,0.27,-0.58,-1.22,-1.13,1.32,1.59,2.43,32.6,53.8
30,8,201204,3.36,42.2,-1.17,0.88,0.36,-0.86,0,684,0.43,-0.16,-0.74,-0.68,0.42,0.83,2.67,32.2,52.2
30,4,201204,3.24,52.2,-2.89,-2.89,-1.42,-2.89,0,384,-0.27,-1.65,-2.61,-1.9,0.85,0.65,-0.14,42.2,62.3
30,9,201204,2.73,43.7,-1.49,0.96,-0.66,-1.04,0,639,-0.27,-0.63,-1.02,-0.09,1.12,1.1,2.09,33.2,54.1
30,2,201204,2.9,43.7,-2.05,2.13,-1.04,-0.44,0,639,-0.38,-1.09,-2.02,-0.99,2.11,2.38,2.54,31.7,55.7
30,1,201205,2.93,61.3,-2.11,-2.11,-2.01,-2.11,50,165,-0.3,-0.56,-0.74,-0.57,0.88,0.31,2.2,48.3,74.3
30,8,201205,2.95,59.3,-1.49,-1.49,-1.31,-1.49,28,204,-0.11,0.18,-0.16,-0.29,-0.25,0.12,2.81,47.4,71.1
30,6,201205,5.93,60.5,-1.48,-1.48,1.57,-0.72,37,177,1.33,0.75,0.18,-0.43,0.65,1.22,2.51,48.9,72
30,5,201205,5.16,62.6,-2.11,0.93,0.55,-1.78,50,124,0.94,0.41,-0.4,-0.69,0.67,1.88,1.86,52,73.2
30,2,201205,5.16,60.4,-1.68,2.07,0.47,-0.23,33,175,0.94,0.46,-0.1,-0.46,1.46,2.22,2.86,48.9,71.9
30,4,201205,4.63,62.5,-2.54,-2.54,0.16,-2.41,37,115,0.6,0.26,-0.88,-1.67,-0.36,0.74,0.01,54.9,70.1
30,3,201205,4.52,56.9,-1.57,0.58,-0.01,-1.55,15,266,0.52,0.38,-0.18,-0.41,-0.03,0.44,2.42,44.7,69.1
30,10,201205,3.11,61.9,-1.95,0.58,-1.38,-1.91,57,153,-0.04,-0.14,-0.47,-0.45,0.92,0.63,2.31,50.3,73.6
30,9,201205,2.48,61.7,-2.06,-2.06,-2.18,-2.06,52,155,-0.55,-0.5,-0.78,-0.27,0.41,0.37,2.08,50.5,73
30,7,201205,4.28,58.8,-1.49,1.81,0.43,-0.38,23,215,0.77,0.66,0.1,-0.36,0.31,1.01,2.59,47.4,70.2
30,1,201206,3.61,64,-2.13,-2.13,-0.7,-2.13,54,84,-0.14,-0.38,-0.6,-0.82,0.14,0.41,2.01,52,76
30,10,201206,3.11,65.8,-2,-2,-0.76,-2,78,54,-0.22,-0.25,-0.34,-0.63,0.14,0.62,1.8,55.2,76.5
30,6,201206,2.93,64.1,-1.7,-1.7,-1.1,-1.37,52,79,-0.66,0.42,0.18,-0.69,-0.61,0.7,1.79,53,75.2
30,9,201206,3.29,66.5,-2.01,-2.01,-0.49,-2.01,88,43,0.05,-0.4,-0.43,-0.53,0.2,0.39,1.56,56.3,76.6
30,3,201206,3.85,61.2,-1.43,-1.43,-0.05,-1.43,18,132,-0.01,0.28,0.23,-0.26,-0.43,0.24,1.85,50.1,72.2
30,7,201206,3.2,63.7,-1.45,1.5,-0.35,-0.67,39,78,-0.14,0.37,0.38,-0.33,-0.32,0.93,2.25,52.8,74.6
30,5,201206,3.24,66.8,-2.14,0.59,-0.75,-2.11,85,31,-0.29,0.43,0.12,-1.15,-0.57,1.55,1.75,55.7,77.9
30,8,201206,3.5,64.9,-1.34,-1.34,-0.02,-1.27,59,62,0.09,-0.13,0.12,-0.34,-0.46,0.21,2.01,54.2,75.5
30,2,201206,2.73,63.5,-2.04,1.32,-1.59,-1.35,40,85,-0.87,0.09,-0.11,-1.09,-0.49,1.72,2.45,52.1,74.7
30,4,201206,6.34,68.8,-1.23,-1.23,3.16,0.26,125,11,1.4,1.34,1.02,-0.61,-0.07,1.08,0.47,59.6,78
30,1,201207,3.42,70.5,-2.22,-2.22,-0.93,-2.22,179,8,-0.09,-0.25,-0.5,-1.09,-0.56,0.87,1.93,58.1,82.9
30,5,201207,3.67,74.3,-2.19,-2.19,-0.81,-2.19,288,0,-0.08,-0.35,0.2,-1.09,-0.95,1.6,1.88,62.7,85.9
30,6,201207,2.2,71.7,-2.38,-2.38,-2.57,-2.38,213,5,-1.46,-1.34,-0.31,-1.34,-1.21,0.57,1.67,59.5,83.9
30,3,201207,3.44,67.1,-1.64,-1.64,-1.07,-1.64,97,31,-0.48,-0.33,0.01,-0.78,-0.81,0.35,1.85,54.9,79.2
30,10,201207,2.94,72.5,-2.23,-2.23,-1.3,-2.23,236,0,-0.35,-0.44,-0.46,-1.1,-0.56,0.99,1.61,61,83.9
30,7,201207,3.04,69.5,-1.61,1.04,-0.93,-1.24,151,11,-0.48,-0.41,0.09,-0.64,-0.79,1.02,2.25,57.5,81.5
30,8,201207,2.71,69.8,-1.73,-1.73,-1.59,-1.73,159,11,-0.79,-0.46,-0.49,-0.85,-0.85,0.11,1.89,57.2,82.4
30,2,201207,3.63,71.1,-2.17,0.84,-1.03,-1.93,194,5,-0.29,-0.85,-0.2,-1.23,-0.84,1.7,2.56,58.8,83.4
30,4,201207,3.52,76.7,-1.08,-1.08,0.07,0.4,363,0,0.04,1.04,1.07,-0.4,-0.59,1.2,0.53,68,85.3
30,9,201207,2.25,73,-2.59,-2.59,-2.36,-2.59,251,0,-0.96,-0.56,-0.82,-1.24,-0.58,0.49,1.24,61.8,84.1
30,5,201208,3.59,71.4,-2.31,-2.31,-1.03,-2.31,204,5,-0.02,-0.23,-0.43,-0.66,-0.85,0.29,1.91,60.1,82.7
30,8,201208,1.97,68.9,-2.7,-2.7,-3.42,-2.7,144,23,-1.24,-1.5,-1.24,-1.07,-0.98,-0.79,1.32,57.5,80.4
30,7,201208,2.49,67.9,-2.28,-2.28,-2.51,-2.28,120,30,-0.87,-1.06,-0.99,-0.58,-0.82,-0.15,2.07,56.4,79.4
30,9,201208,2.52,69.5,-3.12,-3.12,-2.39,-3.12,157,17,-0.74,-1.28,-0.91,-1.27,-0.82,-0.13,1.13,58.7,80.4
30,1,201208,3.44,66.8,-2.16,-2.16,-0.51,-2.16,101,46,0.03,-0.14,-0.23,-0.77,-0.69,0.48,2.06,54.6,79.1
30,6,201208,3.33,68.4,-2.69,-2.69,-1.66,-2.69,131,25,-0.41,-1.34,-1.48,-0.97,-1.26,-0.17,1.34,56.4,80.4
30,4,201208,3.72,74.7,-1.07,-1.07,-0.32,0.24,301,0,0.05,-0.07,0.77,-0.01,-0.67,0.06,0.65,66.2,83.1
30,2,201208,4.16,67.6,-2.01,0.69,-0.2,-1.91,111,30,0.32,-0.13,-0.58,-0.6,-0.78,0.86,2.42,55.9,79.4
30,3,201208,2.94,65,-2.24,-2.24,-2.32,-2.24,70,70,-0.87,-1.06,-0.83,-0.79,-0.88,-0.43,1.54,53.1,76.8
30,10,201208,2.88,69,-2.43,-2.43,-1.3,-2.43,146,22,-0.28,-0.52,-0.54,-0.82,-0.76,0.37,1.41,57.6,80.4
30,1,201209,4.15,59,0.25,-1.69,0.74,-1.3,12,192,0.54,0.37,0.21,-0.4,-0.59,0.1,2.01,47.4,70.5
30,2,201209,5.01,59.5,-1.45,0.98,1.08,-1.16,12,177,0.75,0.71,0.39,0.1,-0.6,-0.2,2.64,48.2,70.7
30,4,201209,4.08,66.7,-0.85,-0.85,0.33,0.52,83,32,0.44,0.19,0.15,0.74,-0.49,-0.11,0.68,58.3,75
30,7,201209,5.29,58.2,0.6,-1.45,1.79,-0.59,9,213,1.23,0.52,0.07,0.32,-0.25,-0.27,2.25,47.4,68.9
30,6,201209,4.13,59.7,-2.63,-2.63,-0.66,-2.63,15,174,0.18,-0.14,-1.02,-0.56,-1.2,-1.04,1.49,48.2,71.2
30,9,201209,4.43,61.4,0.23,-2.57,0.69,-2.23,25,133,0.76,0.16,-0.36,-0.62,-0.7,-0.06,1.22,50.9,71.9
30,8,201209,5.57,59.2,0.52,-1.89,1.57,-1.17,14,188,1.26,0.19,-0.29,-0.11,-0.47,-0.58,1.34,47.9,70.5
30,5,201209,5.85,62.6,-1.48,-1.48,1.78,-0.63,33,105,1.08,0.73,0.5,0.36,-0.53,-0.22,2.13,51.8,73.4
30,3,201209,5.67,56.2,-1.76,-1.76,0.76,-1.36,0,269,1,0.22,-0.16,0.01,-0.34,-0.51,1.79,45.1,67.4
30,10,201209,3.8,60.9,0.12,-2.07,0.35,-1.85,23,146,0.46,0.12,-0.12,-0.42,-0.63,-0.03,1.45,49.9,71.8
30,8,201210,4.06,50.5,0.63,-1.54,0.49,-0.58,0,450,0.46,1.15,0.41,-0.04,-0.41,-0.53,0.83,42,59.1
30,3,201210,5.8,47.9,-0.9,-0.9,2.02,0.44,0,530,0.99,1.3,0.79,0.51,-0.07,-0.29,1.58,39.5,56.3
30,4,201210,2.59,57.9,-1.15,-1.15,-1.16,-0.19,10,230,-0.29,-0.04,-0.06,0.69,-0.48,-0.62,0.52,50.3,65.5
30,2,201210,4.64,50.4,-0.9,1.28,1.2,-0.45,0,453,0.68,0.89,0.81,0.47,-0.35,-0.16,2.23,41.8,59.1
30,1,201210,5.15,49.8,1.06,-0.68,2.52,0.89,0,471,1.21,1.25,0.98,0.32,-0.26,0.07,2.05,39.8,59.9
30,9,201210,5.41,51.8,0.94,-1.57,2.21,-0.28,0,409,1.28,1.4,0.88,0.08,-0.37,-0.01,1.31,43.3,60.3
30,7,201210,5.11,49.7,1.32,1.32,2.35,1.32,0,474,1.21,1.53,1.05,0.76,0.18,-0.09,2.09,41.3,58.1
30,6,201210,4.81,50.7,-2.21,-2.21,0.46,-1.95,0,443,0.69,0.52,0.24,-0.06,-0.93,-0.92,1.16,42.5,59
30,10,201210,4.83,51.4,0.69,-1.26,1.77,-0.23,0,422,1.08,1.06,0.74,0.17,-0.37,-0.06,1.38,42.6,60.2
30,5,201210,4.78,53.5,-0.8,-0.8,1.58,0.74,0,360,0.81,1.22,0.91,0.78,-0.15,-0.17,1.9,45.1,62
30,6,201211,1.35,35.7,-3.03,-3.03,-3.14,-3.03,0,879,-2.14,-0.5,-0.4,-1.26,-1.06,-1.35,0.94,27.5,43.9
30,10,201211,1.17,37.1,-0.65,-1.78,-1.94,-1.52,0,837,-1.71,0.12,0.26,-0.25,-0.53,-0.5,1.2,29.7,44.5
30,5,201211,0.81,38.2,-1.62,-1.62,-2.7,-1.18,0,804,-2.04,-0.43,0.31,-0.1,-0.37,-0.55,1.75,29.5,46.8
30,4,201211,1.58,42.8,-1.83,-1.83,-2.39,-1.48,0,666,-1.25,-1.15,-0.74,0.11,-0.48,-1.1,0.43,35,50.5
30,8,201211,0.94,33.3,-0.83,-2.21,-2.48,-2.19,0,951,-2.43,-0.86,0.18,-0.68,-0.74,-0.76,0.6,24.6,41.9
30,9,201211,1.43,37.4,0.13,-2.12,-2.13,-1.66,0,828,-1.91,0.05,0.42,-0.27,-0.71,-0.45,1.06,29.8,45.1
30,3,201211,1.34,31.5,-2.03,-2.03,-3.64,-2.03,0,1005,-2.3,-0.3,0.3,-0.42,-0.49,-0.65,1.39,22.6,40.4
30,1,201211,1.06,35.5,0.32,-1.24,-1.9,-0.52,0,885,-2.28,0.14,0.34,-0.03,-0.48,-0.43,1.74,27.5,43.5
30,7,201211,0.72,33.4,-0.87,-0.87,-2.62,-0.87,0,948,-3.09,-0.09,0.63,-0.23,-0.11,-0.37,1.88,25,41.8
30,2,201211,1.29,35.6,-1.62,-1.62,-2.43,-1.62,0,882,-1.79,-0.36,0.1,-0.38,-0.47,-0.61,2.06,27.6,43.7
30,3,201212,5.77,26.4,0.84,-0.98,2.52,0.25,0,1197,1.43,-0.24,0.49,0.18,0.24,-0.03,1.68,19.2,33.5
30,2,201212,5.68,32.1,1.11,1.11,3.33,1.11,0,1020,1.69,0.24,0.55,0.57,0.33,-0.18,2.33,25.8,38.4
30,1,201212,5.38,33.1,1.74,1.74,4.38,1.74,0,989,2.29,0.54,1.17,0.83,0.28,0.1,2.1,26.8,39.4
30,4,201212,5.92,40.8,-1.15,-1.15,1.48,-0.19,0,750,1.17,-0.02,-0.27,-0.17,0.45,-0.58,0.74,34,47.6
30,7,201212,4.72,27.4,0.93,0.93,2.78,0.93,0,1166,1.44,-0.12,0.67,0.45,0.55,0.14,1.9,20.1,34.7
30,6,201212,5.42,30.5,-1.84,-1.84,2.62,-0.71,0,1070,1.45,-0.1,0.3,-0.5,-0.31,-0.81,1.27,24.2,36.8
30,9,201212,5.05,33.7,1.16,-0.86,3.12,0.81,0,970,1.8,0.05,0.85,0.33,-0.02,-0.1,1.49,27.3,40.1
30,8,201212,5.65,26.6,1.33,-0.65,3.98,1.19,0,1190,2.03,0.3,0.52,0.14,0.16,-0.14,1.14,18.7,34.5
30,5,201212,4.39,34.1,-1,-1,1.35,-0.01,0,958,0.81,-0.7,0.03,0.3,0.26,-0.44,1.67,27,41.1
30,10,201212,5.35,33.7,1.48,1.48,4.45,1.48,0,970,2.42,0.75,1.17,0.69,0.32,0.13,1.72,27.5,39.8
30,10,201301,1.65,26.8,-0.21,1.12,-0.64,0.7,0,1184,-0.58,1.7,0.35,0.76,0.3,-0.19,1.64,19,34.6
30,2,201301,1.91,24.8,-0.42,0.58,-1.25,-0.36,0,1246,-0.78,0.88,-0.22,0.53,0.28,-0.42,2.32,16.2,33.5
30,4,201301,2.28,33.8,-1.48,-1.48,-1.35,-1,0,967,-0.79,0.42,-0.43,-0.43,0.35,-0.67,0.62,26.3,41.3
30,5,201301,1.89,26.8,-1.35,-1.35,-1.35,-0.85,0,1184,-0.79,0.1,-1.13,0.18,0.19,-0.59,1.63,17.9,35.7
30,1,201301,2.21,26.3,0,1.56,0,1.49,0,1200,-0.12,1.63,0.28,0.95,0.41,-0.1,2.03,18.5,34.1
30,8,201301,2.06,19.7,-0.23,-0.81,-0.68,0.65,0,1404,-0.42,1.47,0,0.3,-0.07,-0.38,1.27,9.7,29.7
30,9,201301,2.38,26.8,0.9,-0.92,-0.43,0.52,0,1184,-0.36,1.07,-0.26,0.55,-0.04,-0.44,1.47,18.9,34.7
30,7,201301,1.59,19,-0.48,-0.48,-1.43,-0.48,0,1426,-0.93,0.65,-0.66,0.48,0.33,-0.12,1.85,9.1,29
30,3,201301,2.86,18.2,-0.22,-1.1,-0.67,-0.17,0,1451,-0.35,0.81,-0.48,0.3,0.14,-0.34,1.71,8.4,27.9
30,6,201301,2.02,22.9,-2.17,-2.17,-1.57,-1.65,0,1305,-0.99,0.45,-0.68,-0.28,-0.43,-1.15,1.2,14.2,31.6
